date,price_usd,usd_to_eur,market_sentiment
2010-03-23,1055.2511427661955,0.8528802836830549,neutral
2010-03-24,1062.690612989903,0.8355607445292624,positive
2010-03-25,1060.1492618985349,0.8544485353755749,neutral
2010-03-26,1056.1567938840687,0.8541156571916428,positive
2010-03-27,1053.698008666146,0.8405859683099798,neutral
2010-03-28,1058.3250192546566,0.8612096702361438,positive
2010-03-29,1060.018774802955,0.8580557470280618,neutral
2010-03-30,1057.4199737841197,0.8597582333728856,negative
2010-03-31,1060.0363109496866,0.8500885770366889,positive
2010-04-01,1060.5716986964267,0.8358447593308629,negative
2010-04-02,1065.4649236490911,0.8597787227221113,positive
2010-04-03,1062.0046581797044,0.847296286008642,positive
2010-04-04,1060.4163474467155,0.8361021985680733,positive
2010-04-05,1058.5058066810548,0.8635203936597432,neutral
2010-04-06,1051.2382319403941,0.870994075205025,positive
2010-04-07,1052.768833325717,0.849587518710208,negative
2010-04-08,1054.1241096866165,0.8715912115460329,neutral
2010-04-09,1054.1996769698287,0.8509131472861134,neutral
2010-04-10,1053.076741302953,0.8461954409583364,positive
2010-04-11,1046.049887592701,0.8436954154581452,neutral
2010-04-12,1043.9966609788742,0.8663708240799274,positive
2010-04-13,1042.3330883962403,0.8421985611861222,negative
2010-04-14,1038.3717020501322,0.8573526930997498,neutral
2010-04-15,1037.6152734918023,0.8444083616494079,neutral
2010-04-16,1039.685527775875,0.8453969323742564,negative
2010-04-17,1049.1664572819275,0.8603024969396956,negative
2010-04-18,1050.0893463460868,0.8461996315371064,positive
2010-04-19,1051.4270982997007,0.845952046205797,neutral
2010-04-20,1051.1048687208697,0.861328046971748,negative
2010-04-21,1041.5610126443746,0.8659739729322162,neutral
2010-04-22,1041.4784432671286,0.8564468980328424,negative
2010-04-23,1041.8295943168337,0.8434523022437604,neutral
2010-04-24,1054.19580487926,0.8448939150070242,negative
2010-04-25,1053.2840000553545,0.8507991526374004,neutral
2010-04-26,1054.8417367670224,0.8532093006192566,positive
2010-04-27,1054.7181779184962,0.8401213408986022,neutral
2010-04-28,1048.9247877303985,0.8572303793957986,positive
2010-04-29,1054.6889018029738,0.850855133296396,positive
2010-04-30,1058.4985669664077,0.8328429168136187,positive
2010-05-01,1062.5037267016228,0.8407107351753926,neutral
2010-05-02,1058.0067894276492,0.8449587132634834,neutral
2010-05-03,1065.0707609823296,0.8492714231115894,positive
2010-05-04,1058.1115056683682,0.86889278795504,negative
2010-05-05,1061.0957911373696,0.8523817130613962,neutral
2010-05-06,1072.0980692664195,0.8415922811010137,neutral
2010-05-07,1067.195387640766,0.8522063080430716,neutral
2010-05-08,1064.4138989927521,0.8464791225254612,neutral
2010-05-09,1064.9621558181902,0.8532475823953354,positive
2010-05-10,1062.4947775476094,0.8558056768703561,negative
2010-05-11,1054.7914603922786,0.8620923064722393,negative
2010-05-12,1055.1842752663088,0.8497571350432997,negative
2010-05-13,1049.9227566976783,0.8663896052759983,negative
2010-05-14,1052.3407188508543,0.8590802266253619,positive
2010-05-15,1047.7935976796853,0.8429256045518781,neutral
2010-05-16,1055.5932697047729,0.8720985566574846,neutral
2010-05-17,1051.7270032430918,0.8532699451327009,positive
2010-05-18,1050.1666956620634,0.8416487549602776,neutral
2010-05-19,1054.2842817489118,0.8665291305123042,positive
2010-05-20,1048.179960166742,0.8707777758519845,negative
2010-05-21,1049.3672598397625,0.8496697473628043,positive
2010-05-22,1055.9529736111747,0.844963497396244,neutral
2010-05-23,1047.9655574383685,0.8482762504254634,neutral
2010-05-24,1048.93872673103,0.857147317275177,neutral
2010-05-25,1050.2881407022721,0.8627785665503052,negative
2010-05-26,1054.2472550611587,0.8557048733086358,positive
2010-05-27,1048.1125015067682,0.8510172320847177,positive
2010-05-28,1041.560218441347,0.8649801177030443,neutral
2010-05-29,1044.2199262694314,0.8468716352694847,positive
2010-05-30,1045.7548496355973,0.8603091933836691,neutral
2010-05-31,1047.0573138873267,0.8471193720164872,positive
2010-06-01,1048.8395549348115,0.8543102295801089,negative
2010-06-02,1045.4894313269192,0.8488643743520955,negative
2010-06-03,1046.7006998127242,0.8494414781734718,positive
2010-06-04,1048.2160621792175,0.8462261348253779,negative
2010-06-05,1044.6943050890857,0.863448540311807,negative
2010-06-06,1054.0731776448094,0.8426707396189146,negative
2010-06-07,1056.4923422493684,0.8425976774745129,neutral
2010-06-08,1050.5858247633553,0.8712099356584511,positive
2010-06-09,1053.9185928065244,0.8597784756465433,positive
2010-06-10,1049.0951844553879,0.8261488630130696,neutral
2010-06-11,1053.0806074741001,0.8443474126078959,neutral
2010-06-12,1058.923585369137,0.8318801066243794,negative
2010-06-13,1054.8701737773786,0.8404930930658474,positive
2010-06-14,1059.7370544236,0.8186148533376596,neutral
2010-06-15,1061.8509590582826,0.8486301042230605,negative
2010-06-16,1066.011259858255,0.8385805818083869,positive
2010-06-17,1075.5452247715248,0.8505990525679643,negative
2010-06-18,ERROR,0.8337487874111748,positive
2010-06-19,1070.649603369723,0.8508291185317204,negative
2010-06-20,1066.2520312215954,0.8458508372187967,positive
2010-06-21,1062.2229797967682,0.8650195296518859,positive
2010-06-22,1061.8874712496977,0.8641135686174563,positive
2010-06-23,1063.6432311237809,0.8578534560301028,positive
2010-06-24,1065.076685120431,0.8467338621933879,negative
2010-06-25,1069.262601365611,0.8698538039526029,neutral
2010-06-26,1069.3776108250006,0.8344696472216018,positive
2010-06-27,1076.6952812107872,0.8359644137043634,positive
2010-06-28,1075.4219970445974,0.8491621690011093,positive
2010-06-29,1089.0728428775456,0.8725403810892112,positive
2010-06-30,1092.2511796163706,0.8479766109312991,negative
2010-07-01,1088.0153918342892,0.8481675475679071,neutral
2010-07-02,1082.7109293439835,0.8355808964388819,neutral
2010-07-03,10851.732914201995,0.8594592958527038,neutral
2010-07-04,1084.1059774935702,0.8595317625432936,negative
2010-07-05,1087.7259799640308,0.8578907520139991,neutral
2010-07-06,1090.1421680868984,0.8437077932715263,negative
2010-07-07,1089.828023523614,0.8429329323162699,negative
2010-07-08,1085.644054933272,0.8370687774959503,positive
2010-07-09,1078.1198188098426,0.8508387250176093,negative
2010-07-10,1075.9372440495076,0.839195926707215,neutral
2010-07-11,1080.269238021125,0.8382258349475071,neutral
2010-07-12,1081.389706741776,0.8457630928308932,neutral
2010-07-13,1075.2110128482161,0.8451084382481578,positive
2010-07-14,1076.126917477472,0.8446202147117804,positive
2010-07-15,1078.1035043761162,0.8546644459684026,positive
2010-07-16,1073.7342171951104,0.8507904780215028,negative
2010-07-17,1074.5528427248382,0.8471184396948888,neutral
2010-07-18,1074.893886317068,0.8518301292831147,negative
2010-07-19,1069.229034827915,0.8400847295889536,negative
2010-07-20,1071.0679716296563,0.8510527862390967,neutral
2010-07-21,1073.9218942614975,0.8515060249284463,positive
2010-07-22,1079.387150477374,0.8349695314064252,neutral
2010-07-23,1084.7061607375485,0.8599569375437036,negative
2010-07-24,1077.867813897763,0.84118566294773,negative
2010-07-25,1073.2286886981874,0.8509030979920643,positive
2010-07-26,1075.8538650342307,0.8616441174053526,negative
2010-07-27,1078.4727947887918,0.8592567675771386,negative
2010-07-28,1081.098033220322,0.8503433338856883,neutral
2010-07-29,1100.4116906735956,0.8463750099711793,positive
2010-07-30,1103.3161432270615,0.8594751190857557,neutral
2010-07-31,1109.0439714279644,0.8567469497780862,neutral
2010-08-01,1113.8639802454304,0.8438163497995587,neutral
2010-08-02,1117.1709365019594,0.842051063529983,negative
2010-08-03,1115.6445902787577,0.82927644818304,negative
2010-08-04,1119.489436381224,0.8515403184168359,positive
2010-08-05,1115.6753103085362,0.849173022549816,negative
2010-08-06,1114.541217274836,0.8613619137464255,positive
2010-08-07,1112.1643995356906,0.8535905509348036,neutral
2010-08-08,1112.6237702326223,0.8633422919417268,neutral
2010-08-09,1124.2470630659898,0.8430263577208382,negative
2010-08-10,1114.960737103031,0.8613815033096761,negative
2010-08-11,1118.4420380549036,0.8447108362089534,positive
2010-08-12,1110.4284586989554,0.8577759606179227,negative
2010-08-13,1108.1187993700082,0.8354124160746931,negative
2010-08-14,1113.613552354845,0.8523513529936618,negative
2010-08-15,1113.9849524503222,0.8301531205855409,neutral
2010-08-16,1108.6462285606758,0.8473286251405824,negative
2010-08-17,1105.1197100143759,0.8544035399387792,negative
2010-08-18,1108.5676987590493,0.844790314487689,neutral
2010-08-19,1104.9658656004638,0.8394956237124404,neutral
2010-08-20,1106.0981585483735,0.8584611846929593,neutral
2010-08-21,1106.3760177478925,0.8489653721015308,neutral
2010-08-22,1103.1680160098635,0.8451042935296933,negative
2010-08-23,1113.93773645649,0.8504189592115428,negative
2010-08-24,1117.1573315680803,0.8763666914194559,negative
2010-08-25,1107.0816186347922,0.8615350284978154,positive
2010-08-26,1108.0638902086394,0.8616257366818784,neutral
2010-08-27,1104.8049578847974,0.8543554631899236,negative
2010-08-28,1109.1171245587784,0.8516648527257714,negative
2010-08-29,1105.204520866615,0.8260391771166958,negative
2010-08-30,1104.6808386592804,0.8432101965353687,neutral
2010-08-31,1107.2557750541828,0.8451942558679753,neutral
2010-09-01,1111.6345510250333,0.8312510793595247,neutral
2010-09-02,1105.6830689897545,0.8384258420978457,negative
2010-09-03,1104.0605628105498,0.8301916352907737,neutral
2010-09-04,1101.735836254745,0.8496167616430262,negative
2010-09-05,1098.5191900918765,0.8581876597084881,positive
2010-09-06,1107.3964612932818,0.8610677451862433,neutral
2010-09-07,1109.4713698480866,0.8541478446207924,neutral
2010-09-08,1103.2169500764114,0.8403660365880143,negative
2010-09-09,1107.8562598116853,0.8306793484148004,neutral
2010-09-10,1118.5170407967485,0.8324313130059849,neutral
2010-09-11,1123.7293670995043,0.837310174227455,negative
2010-09-12,1116.1825172697343,0.8411114030196433,negative
2010-09-13,1113.8113469054028,0.8484025150200841,negative
2010-09-14,1120.195902651336,0.8398583578187303,positive
2010-09-15,,0.8533897589366826,negative
2010-09-16,1118.9766524639733,0.8476772649720052,neutral
2010-09-17,1122.89982273112,0.8501054571174103,positive
2010-09-18,1118.3151703732294,0.861402505526712,negative
2010-09-19,1118.0675435929206,0.8381976826579963,positive
2010-09-20,1101.9112068925751,0.8541870457829237,positive
2010-09-21,1096.8392686859038,0.8498602677152393,neutral
2010-09-22,1095.6264279289378,0.846665137190303,positive
2010-09-23,1089.4375120191137,0.8588525632086595,negative
2010-09-24,1097.6495685387717,0.8587901415455701,positive
2010-09-25,1090.5488616489686,0.8405350920401157,positive
2010-09-26,1088.3986392154839,0.8481783941614207,neutral
2010-09-27,1089.1023421019142,0.8528121168258407,neutral
2010-09-28,1096.3587085472448,0.8472699325197741,negative
2010-09-29,1089.2293977913475,0.8558502133228779,neutral
2010-09-30,1095.0952165521223,0.8528119201791027,negative
2010-10-01,1095.1963818572203,0.8683256124035601,negative
2010-10-02,1090.3388386019806,0.8346972086407021,neutral
2010-10-03,1092.6993559732969,0.848775640102526,positive
2010-10-04,1093.7446544511643,0.8409149748848781,neutral
2010-10-05,1090.7935700653702,0.8560410745543904,positive
2010-10-06,1091.1925804903203,0.8338282810995445,positive
2010-10-07,1089.3160125060115,0.8534631271022488,negative
2010-10-08,1089.9335992322679,0.8436995156865166,negative
2010-10-09,1093.294252604873,0.8426583813387898,neutral
2010-10-10,1101.2743366855998,0.8355350179645931,positive
2010-10-11,1095.1352591914656,0.8453492405379899,neutral
2010-10-12,1105.850426064747,0.8608450053029092,negative
2010-10-13,1096.1399870671344,0.8497481131647052,positive
2010-10-14,1095.4310615919564,0.8562768041787447,neutral
2010-10-15,1098.4226476243794,0.8666464182196627,neutral
2010-10-16,1099.8776069630546,0.8526375558482258,negative
2010-10-17,1096.8141093639515,0.8444120042793766,negative
2010-10-18,1095.8234981121652,0.8546725221518279,negative
2010-10-19,1093.4084934388711,0.844557038536857,negative
2010-10-20,1090.51166965415,0.8449557731670283,neutral
2010-10-21,1094.809680139255,0.8348010720038102,negative
2010-10-22,1096.6447575690804,0.8592625749108439,negative
2010-10-23,1093.230209592777,0.8461399742435056,neutral
2010-10-24,1097.7782089699433,0.8518209824581586,neutral
2010-10-25,1099.3647065743264,0.8396403807139335,positive
2010-10-26,1103.479017168521,0.8543594762971547,neutral
2010-10-27,1106.6771613781393,0.8423805876186491,positive
2010-10-28,1102.582186323529,0.8485829127829817,negative
2010-10-29,1099.831281122544,0.8587782603123912,positive
2010-10-30,1103.6177491481603,0.8579075931223252,positive
2010-10-31,1106.7196004753275,0.8497796992748305,negative
2010-11-01,1106.665092505507,0.8323186896729328,negative
2010-11-02,1107.3017294220508,0.8799281057006064,negative
2010-11-03,1113.740053900993,0.8674585897027314,positive
2010-11-04,1110.8321969568137,0.857226748248883,neutral
2010-11-05,1113.617683862664,0.8424679621840903,neutral
2010-11-06,1112.6567206004945,0.8488640783829803,neutral
2010-11-07,1111.6183145843584,0.8445657957022348,negative
2010-11-08,1117.1621988442944,0.8626385593909639,negative
2010-11-09,1121.3392805892345,0.8526250289085183,neutral
2010-11-10,1125.4568287692377,0.8421583614164017,negative
2010-11-11,1132.0342228050094,0.8452924490087521,positive
2010-11-12,1132.189242013173,0.861211881425699,positive
2010-11-13,1135.649006869648,0.8660009784682048,negative
2010-11-14,1134.1476730866807,0.8652833156348624,neutral
2010-11-15,1135.818504849123,0.8575703206505397,neutral
2010-11-16,1135.2177895772845,0.8474737513119736,positive
2010-11-17,1135.752769402248,0.8175848617467087,negative
2010-11-18,1138.7785545294325,0.8529716002380822,neutral
2010-11-19,1134.7374511132653,0.849981712411559,neutral
2010-11-20,1145.2493874916925,0.8513998209632135,negative
2010-11-21,1140.269300584194,0.850538973470332,negative
2010-11-22,1134.2483575202555,0.8367373783805084,neutral
2010-11-23,1140.0889118877558,0.8555740855685119,negative
2010-11-24,1144.0972253575703,0.8563221631403185,negative
2010-11-25,1147.2678244428312,0.8568233878205965,negative
2010-11-26,1150.4595519891525,0.8594657700357339,neutral
2010-11-27,1150.448318124918,0.8560405164492162,positive
2010-11-28,1146.0120462674888,0.8458997058846108,negative
2010-11-29,1146.4410690584575,0.8492916315208391,neutral
2010-11-30,1143.105260500897,0.8509112486725338,positive
2010-12-01,1148.0308591679857,0.8510769944910661,neutral
2010-12-02,1147.345572260475,0.8599821765597173,neutral
2010-12-03,1143.2680862765123,0.8564366875302248,neutral
2010-12-04,1141.7111570682475,0.8707734343956995,positive
2010-12-05,1143.8258143396256,0.8720646897988467,neutral
2010-12-06,ERROR,0.8507964958261393,positive
2010-12-07,1136.9960895977736,0.8116334445154063,negative
2010-12-08,1138.2645256552332,0.8623683246612727,positive
2010-12-09,1139.5393585107768,0.8445962366101294,neutral
2010-12-10,1137.054642633921,0.84198516078169,positive
2010-12-11,1134.7494511058294,0.8460155472501063,neutral
2010-12-12,1135.9597007926177,0.8455335695318539,negative
2010-12-13,1128.769279085131,0.8561226981010539,positive
2010-12-14,1121.7819602132483,0.8344056422087377,negative
2010-12-15,1118.239739106986,0.839222792542084,positive
2010-12-16,1117.222503348427,0.8534315855419742,neutral
2010-12-17,1118.827041176417,0.8562294403041331,positive
2010-12-18,1126.2538222611647,0.8564154164493601,negative
2010-12-19,1130.5921203771748,0.842129637210667,positive
2010-12-20,11298.424277273574,0.8402173435073376,negative
2010-12-21,1129.797346687844,0.8449336516621208,negative
2010-12-22,1124.834699864655,0.8523987275228472,neutral
2010-12-23,1124.7921341846932,0.8648547736927255,positive
2010-12-24,1123.3988409900924,0.8295256281422925,negative
2010-12-25,1125.062433791783,0.8477927124304163,neutral
2010-12-26,1120.9762790740212,0.8366732155897479,neutral
2010-12-27,,0.8334775732264651,neutral
2010-12-28,1131.33670621024,0.8596695664534482,negative
2010-12-29,1130.8429054679557,0.8554462457449934,positive
2010-12-30,1132.9014640784505,0.8544943351594726,negative
2010-12-31,1136.402184037006,0.8592102583973099,neutral
2011-01-01,1134.4460816775768,0.8452028110323386,negative
2011-01-02,1135.616544086629,0.8456736248366648,negative
2011-01-03,1135.7295060905378,0.8718573061672257,neutral
2011-01-04,1136.267886583282,0.8475342894574043,positive
2011-01-05,1132.4528376640046,0.8573513211305409,neutral
2011-01-06,1132.6253885352994,0.8500638154096332,neutral
2011-01-07,1135.1653799915266,0.8315174146992158,negative
2011-01-08,1142.471098030502,0.8295537099619873,neutral
2011-01-09,1147.3174521609278,0.8442101578006009,negative
2011-01-10,1158.1333644484857,0.8605610125166999,neutral
2011-01-11,1154.3466266340454,0.8578829165663601,neutral
2011-01-12,1158.758229817649,0.8591407716422403,positive
2011-01-13,1159.7249398463407,0.8401295382106369,neutral
2011-01-14,1170.723954512429,0.8661587249012231,positive
2011-01-15,1166.7324630856533,0.8403510669981361,neutral
2011-01-16,1162.5838538747494,0.8521282439866996,neutral
2011-01-17,1159.6368906475293,0.8498964771009226,neutral
2011-01-18,1149.0674120259803,0.8482612617968541,positive
2011-01-19,1146.4886369175763,0.863385921382956,negative
2011-01-20,1142.742973609808,0.8429488947983403,positive
2011-01-21,1143.544942542189,0.8365039474428807,neutral
2011-01-22,1145.3037224210748,0.8501999548620641,negative
2011-01-23,1154.734576617154,0.8460017326571347,neutral
2011-01-24,1159.5366958080845,0.8837738291908265,positive
2011-01-25,1156.7021775297724,0.8567650747643998,positive
2011-01-26,1152.2601041730306,0.8459065942478138,negative
2011-01-27,1154.7697000305632,0.8394388843081291,positive
2011-01-28,1148.21853399546,0.8311971158943121,neutral
2011-01-29,1157.4258278247316,0.8397478091426257,negative
2011-01-30,1163.373028428338,0.8511494177175913,neutral
2011-01-31,1161.0771501678146,0.8642732865159477,negative
2011-02-01,1152.5614775223603,0.8612168914238791,negative
2011-02-02,1159.3808393931872,0.8522909483164638,neutral
2011-02-03,1158.8581401669242,0.8467683233429751,positive
2011-02-04,1165.0972217267915,0.8526881235641215,neutral
2011-02-05,1157.1750834328197,0.8448136200251543,positive
2011-02-06,1154.2282083180507,0.8671836399576387,positive
2011-02-07,1154.3044268166418,0.8481080981872492,neutral
2011-02-08,,0.8491366214175327,negative
2011-02-09,1152.3890024280693,0.8278417757497933,neutral
2011-02-10,1155.5532520898066,0.8480456515347723,negative
2011-02-11,1150.2651499428937,0.8583648413796494,positive
2011-02-12,1149.6032525177873,0.8393227742296145,negative
2011-02-13,1150.2547306763468,0.8424927966550718,neutral
2011-02-14,1152.8769248466406,0.8579271101773366,negative
2011-02-15,1156.484999237085,0.8352334277648195,positive
2011-02-16,1150.9117887778957,0.8605780100754191,positive
2011-02-17,1143.2912179242176,0.844678561098269,negative
2011-02-18,1149.72960203371,0.846114317795088,positive
2011-02-19,1151.441172093608,0.8387612159487441,positive
2011-02-20,1147.7487394108252,0.8537804626042788,negative
2011-02-21,1155.554499288438,0.8745987198502938,positive
2011-02-22,1156.1828724599022,0.8578149723946062,negative
2011-02-23,1162.1293583802212,0.8413571473805946,negative
2011-02-24,1162.5169507872718,0.8613562058549148,positive
2011-02-25,1172.8706904116818,0.8468332045406575,negative
2011-02-26,1181.6973946238977,0.8637448498142756,positive
2011-02-27,1180.5025738815025,0.8580667640216436,positive
2011-02-28,1185.4104286362742,0.8205685843452827,positive
2011-03-01,1188.6873083842,0.8399592036704497,neutral
2011-03-02,1195.5804661718616,0.8594438522283538,positive
2011-03-03,1190.8058488689612,0.8515165727214502,negative
2011-03-04,1194.2861061689534,0.8397624405229215,negative
2011-03-05,1199.6282286032013,0.8436641048450618,negative
2011-03-06,1190.8845311710857,0.8309376337991061,neutral
2011-03-07,1185.0182386077568,0.849116267124736,neutral
2011-03-08,1174.8720777189565,0.8721068972601577,negative
2011-03-09,1173.5750435467335,0.8580493339073232,negative
2011-03-10,1177.2127548257133,0.8719041700118842,neutral
2011-03-11,1184.7745400861936,0.8588239708978997,negative
2011-03-12,1185.1950139882924,0.8602747934335269,positive
2011-03-13,ERROR,0.8697407868774503,positive
2011-03-14,1186.5375844250743,0.8537726325934223,negative
2011-03-15,1178.0706722282987,0.8481277267849312,positive
2011-03-16,1177.8429337338155,0.8603265751662201,negative
2011-03-17,1179.813260978512,0.8645384023712188,neutral
2011-03-18,1179.6997872380416,0.8452003535728779,negative
2011-03-19,1169.4125767378423,0.8427843091765996,neutral
2011-03-20,1169.0169765402782,0.8513885603243088,positive
2011-03-21,1162.544629037754,0.8583149886693165,positive
2011-03-22,1165.9429917819043,0.8579809104866156,positive
2011-03-23,1167.8259830123884,0.835758323998124,negative
2011-03-24,1163.1765840807516,0.8691160606706332,neutral
2011-03-25,1160.657249494068,0.8435883507060314,neutral
2011-03-26,1155.4111818846234,0.8473493500311142,positive
2011-03-27,ERROR,0.8409734564001218,positive
2011-03-28,1159.9734980007638,0.8769832883593709,neutral
2011-03-29,1155.094867769086,0.8524207067028796,negative
2011-03-30,1157.6651003466752,0.8414902491931844,positive
2011-03-31,1155.063812254813,0.8586392354996244,negative
2011-04-01,1151.1494480935014,0.8576913577931004,positive
2011-04-02,1150.6642962937285,0.8481227297642011,positive
2011-04-03,1145.5380846816317,0.8584060671278338,negative
2011-04-04,1142.8198381548957,0.8417470803916913,negative
2011-04-05,1136.8804486919516,0.8450708172505075,negative
2011-04-06,1146.7540743565335,0.8298978334543393,negative
2011-04-07,1146.980392116392,0.8367604891578043,neutral
2011-04-08,1143.5317645764292,0.8680763080567069,neutral
2011-04-09,1144.6516641301002,0.8664142862772232,positive
2011-04-10,1144.1400238816461,0.8506578864864897,positive
2011-04-11,1143.0851758839801,0.8666293144718984,positive
2011-04-12,1146.2060093841972,0.8483992551339169,neutral
2011-04-13,1150.0435479344337,0.8475658969743209,negative
2011-04-14,1147.441042196381,0.8505651064846556,positive
2011-04-15,1144.6119509931577,0.8487507840467643,neutral
2011-04-16,1143.2866925073995,0.8478480367643981,positive
2011-04-17,1131.8270866837215,0.8614339810714955,neutral
2011-04-18,1124.3011313727288,0.851501356539562,negative
2011-04-19,1131.1855027099514,0.857124817644338,neutral
2011-04-20,1139.4603412774577,0.8603138052527732,negative
2011-04-21,1138.2651610796759,0.8538818579565474,positive
2011-04-22,1141.1979458949547,0.8402972867409176,negative
2011-04-23,1142.8041966676724,0.8364713411103596,neutral
2011-04-24,1158.2486007099485,0.8514878063480731,positive
2011-04-25,1163.8964752671216,0.8482874369517507,positive
2011-04-26,1163.3068873097177,0.8508739142892012,neutral
2011-04-27,1158.5791851067156,0.8498394596075142,negative
2011-04-28,1150.5969535054276,0.8758357366016657,neutral
2011-04-29,1151.6642716847637,0.8366977374435866,negative
2011-04-30,1147.9325179583423,0.8301005373017887,negative
2011-05-01,1140.8712494103538,0.8533237683351961,positive
2011-05-02,1137.6883849891412,0.846235774454118,negative
2011-05-03,1132.3306449710692,0.8531606786972995,positive
2011-05-04,1140.816353146432,0.85583883022284,neutral
2011-05-05,1145.2745519311793,0.862841046951789,neutral
2011-05-06,1145.2846887245962,0.8349277417961606,positive
2011-05-07,1152.7344094190464,0.8444328210214284,positive
2011-05-08,1153.1712509572844,0.8542876125888076,negative
2011-05-09,1148.9148299506433,0.8577046359568723,positive
2011-05-10,1156.5804503369914,0.8719344955028838,neutral
2011-05-11,1159.3250005554148,0.8595570397111386,positive
2011-05-12,1154.1887697837824,0.8494321140411372,positive
2011-05-13,1153.2870763933645,0.8410956424705733,positive
2011-05-14,,0.8443571014728097,negative
